ppb	b	s	t	n	N	omp	red	mtw	seed	approx	mpi	lb	lba	type	avg_time(sec)	percent	min%	max%	std
8000000	21	256	5000	16	8	10	2	50	0	1	mvapich2	interval	500	comp	0.68	0.36	0.4	0.47	0.08
8000000	21	256	5000	16	8	10	2	50	0	1	mvapich2	interval	500	comm	0.05	0.11	0.1	0.14	0.04
8000000	21	256	5000	16	8	10	2	50	0	1	mvapich2	interval	500	serial	0.44	0.46	0.5	0.43	0.12
8000000	21	256	5000	16	8	10	2	50	0	1	mvapich2	interval	500	other	0.01	0.04	0.05	0.03	0.03
8000000	21	256	5000	16	8	10	2	50	0	1	mvapich2	interval	500	total	1.04	0.0	0.0	0.0	0.0
