ppb	b	s	t	n	N	omp	red	mtw	seed	approx	mpi	lb	lba	type	avg_time(sec)	percent	min%	max%	std
3000000	36	1408	5000	4	2	10	1	50	0	0	mvapich2	interval	500	comp	204.1	61.64	51.3	72.07	10.23
3000000	36	1408	5000	4	2	10	1	50	0	0	mvapich2	interval	500	comm	6.32	1.91	1.82	1.99	0.07
3000000	36	1408	5000	4	2	10	1	50	0	0	mvapich2	interval	500	serial	118.41	35.73	25.5	45.86	10.05
3000000	36	1408	5000	4	2	10	1	50	0	0	mvapich2	interval	500	other	2.39	0.72	0.49	0.96	0.21
3000000	36	1408	5000	4	2	10	1	50	0	0	mvapich2	interval	500	total	331.21	100.0	100.0	100.0	0.0
3000000	72	1408	5000	8	4	10	1	50	0	0	mvapich2	interval	500	comp	225.91	59.48	49.99	68.96	8.92
3000000	72	1408	5000	8	4	10	1	50	0	0	mvapich2	interval	500	comm	11.32	2.98	2.79	3.22	0.14
3000000	72	1408	5000	8	4	10	1	50	0	0	mvapich2	interval	500	serial	139.76	36.68	27.53	45.82	8.66
3000000	72	1408	5000	8	4	10	1	50	0	0	mvapich2	interval	500	other	3.26	0.86	0.56	1.19	0.28
3000000	72	1408	5000	8	4	10	1	50	0	0	mvapich2	interval	500	total	380.24	100.0	100.0	100.0	0.0
3000000	144	1408	5000	16	8	10	1	50	0	0	mvapich2	interval	500	comp	240.83	57.07	48.91	65.67	7.61
3000000	144	1408	5000	16	8	10	1	50	0	0	mvapich2	interval	500	comm	42.12	9.95	9.75	10.13	0.11
3000000	144	1408	5000	16	8	10	1	50	0	0	mvapich2	interval	500	serial	136.55	32.3	23.99	40.18	7.41
3000000	144	1408	5000	16	8	10	1	50	0	0	mvapich2	interval	500	other	2.86	0.68	0.45	0.99	0.21
3000000	144	1408	5000	16	8	10	1	50	0	0	mvapich2	interval	500	total	422.36	100.0	100.0	100.0	0.0
3000000	288	1408	5000	32	16	10	1	50	0	0	mvapich2	interval	500	comp	282.16	52.53	44.92	58.64	5.56
3000000	288	1408	5000	32	16	10	1	50	0	0	mvapich2	interval	500	comm	91.03	16.91	16.44	17.42	0.3
3000000	288	1408	5000	32	16	10	1	50	0	0	mvapich2	interval	500	serial	160.62	29.83	24.31	36.86	5.31
3000000	288	1408	5000	32	16	10	1	50	0	0	mvapich2	interval	500	other	3.92	0.73	0.44	1.1	0.27
3000000	288	1408	5000	32	16	10	1	50	0	0	mvapich2	interval	500	total	537.72	100.0	100.0	100.0	0.0
6000000	288	1408	5000	64	32	10	1	50	0	0	mvapich2	interval	500	comp	282.03	53.86	47.77	59.96	5.65
6000000	288	1408	5000	64	32	10	1	50	0	0	mvapich2	interval	500	comm	77.29	14.76	14.5	14.93	0.11
6000000	288	1408	5000	64	32	10	1	50	0	0	mvapich2	interval	500	serial	160.67	30.68	24.84	36.56	5.42
6000000	288	1408	5000	64	32	10	1	50	0	0	mvapich2	interval	500	other	3.72	0.71	0.44	1.04	0.24
6000000	288	1408	5000	64	32	10	1	50	0	0	mvapich2	interval	500	total	523.7	100.0	100.0	100.0	0.0
