ppb	b	s	t	n	N	omp	red	mtw	seed	approx	mpi	lb	lba	type	avg_time(sec)	percent	min%	max%	std
2000000	21	256	5000	4	2	10	1	50	0	0	mvapich2	interval	500	comp	51.8	69.26	62.58	75.94	6.6
2000000	21	256	5000	4	2	10	1	50	0	0	mvapich2	interval	500	comm	2.58	3.45	3.21	3.67	0.2
2000000	21	256	5000	4	2	10	1	50	0	0	mvapich2	interval	500	serial	19.1	25.54	19.23	31.9	6.25
2000000	21	256	5000	4	2	10	1	50	0	0	mvapich2	interval	500	other	1.31	1.75	1.16	2.38	0.55
2000000	21	256	5000	4	2	10	1	50	0	0	mvapich2	interval	500	total	74.79	100.0	100.0	100.0	0.0
4000000	21	256	5000	8	4	10	1	50	0	0	mvapich2	interval	500	comp	60.69	68.98	62.4	76.6	6.21
4000000	21	256	5000	8	4	10	1	50	0	0	mvapich2	interval	500	comm	3.46	3.93	3.69	4.3	0.21
4000000	21	256	5000	8	4	10	1	50	0	0	mvapich2	interval	500	serial	22.48	25.58	18.46	31.9	5.91
4000000	21	256	5000	8	4	10	1	50	0	0	mvapich2	interval	500	other	1.33	1.51	0.97	2.08	0.47
4000000	21	256	5000	8	4	10	1	50	0	0	mvapich2	interval	500	total	87.96	100.0	100.0	100.0	0.0
8000000	21	256	5000	16	8	10	1	50	0	0	mvapich2	interval	500	comp	54.13	63.58	56.38	70.47	5.99
8000000	21	256	5000	16	8	10	1	50	0	0	mvapich2	interval	500	comm	4.64	5.45	5.02	6.05	0.3
8000000	21	256	5000	16	8	10	1	50	0	0	mvapich2	interval	500	serial	25.2	29.4	23.07	35.54	5.54
8000000	21	256	5000	16	8	10	1	50	0	0	mvapich2	interval	500	other	1.34	1.58	0.92	2.67	0.56
8000000	21	256	5000	16	8	10	1	50	0	0	mvapich2	interval	500	total	85.32	100.0	100.0	100.0	0.0
16000000	21	256	5000	32	16	10	1	50	0	0	mvapich2	interval	500	comp	54.95	60.76	53.95	68.05	5.75
16000000	21	256	5000	32	16	10	1	50	0	0	mvapich2	interval	500	comm	6.37	7.04	6.5	8.05	0.4
16000000	21	256	5000	32	16	10	1	50	0	0	mvapich2	interval	500	serial	27.81	30.73	24.12	36.51	5.3
16000000	21	256	5000	32	16	10	1	50	0	0	mvapich2	interval	500	other	1.34	1.48	0.84	2.41	0.52
16000000	21	256	5000	32	16	10	1	50	0	0	mvapich2	interval	500	total	90.47	100.0	100.0	100.0	0.0
32000000	21	256	5000	64	32	10	1	50	0	0	mvapich2	interval	500	comp	53.86	52.02	45.08	58.98	5.27
32000000	21	256	5000	64	32	10	1	50	0	0	mvapich2	interval	500	comm	9.36	8.8	7.74	10.45	0.65
32000000	21	256	5000	64	32	10	1	50	0	0	mvapich2	interval	500	serial	43.05	37.9	31.32	43.26	4.63
32000000	21	256	5000	64	32	10	1	50	0	0	mvapich2	interval	500	other	1.33	1.28	0.71	2.35	0.46
32000000	21	256	5000	64	32	10	1	50	0	0	mvapich2	interval	500	total	107.6	100.0	100.0	100.0	0.0
