ppb	b	s	t	n	N	omp	red	mtw	seed	approx	mpi	lb	lba	type	avg_time(sec)	percent	min%	max%	std
2000000	21	256	5000	4	2	10	1	50	0	2	mvapich2	interval	500	comp	0.13	0.54	0.52	0.6	0.05
2000000	21	256	5000	4	2	10	1	50	0	2	mvapich2	interval	500	comm	0.04	0.06	0.09	0.05	0.02
2000000	21	256	5000	4	2	10	1	50	0	2	mvapich2	interval	500	serial	0.38	0.51	0.57	0.53	0.05
2000000	21	256	5000	4	2	10	1	50	0	2	mvapich2	interval	500	other	0.01	0.01	0.01	0.04	0.02
2000000	21	256	5000	4	2	10	1	50	0	2	mvapich2	interval	500	total	0.36	0.0	0.0	0.0	0.0
4000000	21	256	5000	8	4	10	1	50	0	2	mvapich2	interval	500	comp	2.01	7.47	8.11	5.77	0.25
4000000	21	256	5000	8	4	10	1	50	0	2	mvapich2	interval	500	comm	0.07	0.1	0.09	0.15	0.04
4000000	21	256	5000	8	4	10	1	50	0	2	mvapich2	interval	500	serial	8.38	7.74	5.91	8.44	0.18
4000000	21	256	5000	8	4	10	1	50	0	2	mvapich2	interval	500	other	0.02	0.19	0.11	0.33	0.09
4000000	21	256	5000	8	4	10	1	50	0	2	mvapich2	interval	500	total	9.43	0.0	0.0	0.0	0.0
8000000	21	256	5000	16	8	10	1	50	0	2	mvapich2	interval	500	comp	0.04	0.19	0.24	0.22	0.04
8000000	21	256	5000	16	8	10	1	50	0	2	mvapich2	interval	500	comm	0.01	0.01	0.04	0.02	0.01
8000000	21	256	5000	16	8	10	1	50	0	2	mvapich2	interval	500	serial	0.19	0.21	0.25	0.22	0.04
8000000	21	256	5000	16	8	10	1	50	0	2	mvapich2	interval	500	other	0.0	0.01	0.01	0.02	0.0
8000000	21	256	5000	16	8	10	1	50	0	2	mvapich2	interval	500	total	0.2	0.0	0.0	0.0	0.0
16000000	21	256	5000	32	16	10	1	50	0	2	mvapich2	interval	500	comp	1.55	2.44	2.77	3.6	0.33
16000000	21	256	5000	32	16	10	1	50	0	2	mvapich2	interval	500	comm	0.02	0.08	0.13	0.08	0.02
16000000	21	256	5000	32	16	10	1	50	0	2	mvapich2	interval	500	serial	2.12	2.5	3.74	2.39	0.34
16000000	21	256	5000	32	16	10	1	50	0	2	mvapich2	interval	500	other	0.01	0.03	0.03	0.43	0.03
16000000	21	256	5000	32	16	10	1	50	0	2	mvapich2	interval	500	total	1.85	0.0	0.0	0.0	0.0
32000000	21	256	5000	64	32	10	1	50	0	2	mvapich2	interval	500	comp	1.19	3.53	3.3	4.02	0.39
32000000	21	256	5000	64	32	10	1	50	0	2	mvapich2	interval	500	comm	0.03	0.27	0.24	0.29	0.03
32000000	21	256	5000	64	32	10	1	50	0	2	mvapich2	interval	500	serial	4.92	3.86	4.35	3.84	0.35
32000000	21	256	5000	64	32	10	1	50	0	2	mvapich2	interval	500	other	0.0	0.08	0.04	0.29	0.05
32000000	21	256	5000	64	32	10	1	50	0	2	mvapich2	interval	500	total	5.11	0.0	0.0	0.0	0.0
