ppb	b	s	t	n	N	omp	red	mtw	seed	approx	mpi	lb	lba	type	avg_time(sec)	percent	min%	max%	std
3000000	24	1000	5000	4	2	10	2	50	0	1	mvapich2	interval	500	comp	0.28	0.37	0.56	0.25	0.16
3000000	24	1000	5000	4	2	10	2	50	0	1	mvapich2	interval	500	comm	0.09	0.1	0.09	0.14	0.05
3000000	24	1000	5000	4	2	10	2	50	0	1	mvapich2	interval	500	serial	0.32	0.3	0.23	0.43	0.14
3000000	24	1000	5000	4	2	10	2	50	0	1	mvapich2	interval	500	other	0.01	0.02	0.09	0.06	0.06
3000000	24	1000	5000	4	2	10	2	50	0	1	mvapich2	interval	500	total	0.48	0.0	0.0	0.0	0.0
3000000	48	1000	5000	8	4	10	2	50	0	1	mvapich2	interval	500	comp	3.62	2.98	2.99	3.09	0.14
3000000	48	1000	5000	8	4	10	2	50	0	1	mvapich2	interval	500	comm	0.19	0.19	0.23	0.42	0.18
3000000	48	1000	5000	8	4	10	2	50	0	1	mvapich2	interval	500	serial	4.06	3.11	3.34	3.09	0.19
3000000	48	1000	5000	8	4	10	2	50	0	1	mvapich2	interval	500	other	0.02	0.09	0.07	0.16	0.04
3000000	48	1000	5000	8	4	10	2	50	0	1	mvapich2	interval	500	total	6.22	0.0	0.0	0.0	0.0
3000000	96	1000	5000	16	8	10	2	50	0	1	mvapich2	interval	500	comp	2.52	2.64	2.81	2.56	0.13
3000000	96	1000	5000	16	8	10	2	50	0	1	mvapich2	interval	500	comm	0.25	0.25	0.31	0.18	0.08
3000000	96	1000	5000	16	8	10	2	50	0	1	mvapich2	interval	500	serial	4.59	2.92	2.74	3.0	0.14
3000000	96	1000	5000	16	8	10	2	50	0	1	mvapich2	interval	500	other	0.01	0.1	0.06	0.14	0.03
3000000	96	1000	5000	16	8	10	2	50	0	1	mvapich2	interval	500	total	6.72	0.0	0.0	0.0	0.0
3000000	192	1000	5000	32	16	10	2	50	0	1	mvapich2	interval	500	comp	2.49	2.32	2.54	2.33	0.18
3000000	192	1000	5000	32	16	10	2	50	0	1	mvapich2	interval	500	comm	3.56	1.74	1.71	1.79	0.04
3000000	192	1000	5000	32	16	10	2	50	0	1	mvapich2	interval	500	serial	2.63	1.25	1.24	1.57	0.16
3000000	192	1000	5000	32	16	10	2	50	0	1	mvapich2	interval	500	other	0.02	0.06	0.07	0.14	0.03
3000000	192	1000	5000	32	16	10	2	50	0	1	mvapich2	interval	500	total	7.32	0.0	0.0	0.0	0.0
6000000	192	1000	5000	64	32	10	2	50	0	1	mvapich2	interval	500	comp	2.1	1.75	1.69	2.33	0.09
6000000	192	1000	5000	64	32	10	2	50	0	1	mvapich2	interval	500	comm	6.17	2.44	2.59	2.35	0.16
6000000	192	1000	5000	64	32	10	2	50	0	1	mvapich2	interval	500	serial	1.75	1.02	0.73	1.07	0.09
6000000	192	1000	5000	64	32	10	2	50	0	1	mvapich2	interval	500	other	0.01	0.05	0.05	0.03	0.02
6000000	192	1000	5000	64	32	10	2	50	0	1	mvapich2	interval	500	total	9.03	0.0	0.0	0.0	0.0
