ppb	b	s	t	n	N	omp	red	mtw	seed	approx	mpi	lb	lba	type	avg_time(sec)	percent	min%	max%	std
2000000	21	256	5000	4	2	10	2	50	0	1	mvapich2	interval	500	comp	43.21	77.04	72.93	81.32	4.07
2000000	21	256	5000	4	2	10	2	50	0	1	mvapich2	interval	500	comm	1.73	3.09	2.95	3.19	0.09
2000000	21	256	5000	4	2	10	2	50	0	1	mvapich2	interval	500	serial	10.18	18.15	14.32	22.02	3.6
2000000	21	256	5000	4	2	10	2	50	0	1	mvapich2	interval	500	other	0.97	1.72	1.21	2.38	0.45
2000000	21	256	5000	4	2	10	2	50	0	1	mvapich2	interval	500	total	56.08	100.0	100.0	100.0	0.0
4000000	21	256	5000	8	4	10	2	50	0	1	mvapich2	interval	500	comp	43.82	74.73	70.49	79.17	3.95
4000000	21	256	5000	8	4	10	2	50	0	1	mvapich2	interval	500	comm	2.3	3.93	3.76	4.11	0.11
4000000	21	256	5000	8	4	10	2	50	0	1	mvapich2	interval	500	serial	11.58	19.72	15.63	23.8	3.63
4000000	21	256	5000	8	4	10	2	50	0	1	mvapich2	interval	500	other	0.95	1.63	1.08	2.21	0.43
4000000	21	256	5000	8	4	10	2	50	0	1	mvapich2	interval	500	total	58.66	100.0	100.0	100.0	0.0
8000000	21	256	5000	16	8	10	2	50	0	1	mvapich2	interval	500	comp	44.51	72.15	68.25	76.28	3.56
8000000	21	256	5000	16	8	10	2	50	0	1	mvapich2	interval	500	comm	3.02	4.89	4.42	5.52	0.33
8000000	21	256	5000	16	8	10	2	50	0	1	mvapich2	interval	500	serial	13.2	21.4	17.18	25.22	3.42
8000000	21	256	5000	16	8	10	2	50	0	1	mvapich2	interval	500	other	0.96	1.56	1.01	2.16	0.43
8000000	21	256	5000	16	8	10	2	50	0	1	mvapich2	interval	500	total	61.69	100.0	100.0	100.0	0.0
16000000	21	256	5000	32	16	10	2	50	0	1	mvapich2	interval	500	comp	44.78	67.33	62.84	72.38	3.66
16000000	21	256	5000	32	16	10	2	50	0	1	mvapich2	interval	500	comm	4.27	6.41	5.83	7.18	0.3
16000000	21	256	5000	32	16	10	2	50	0	1	mvapich2	interval	500	serial	16.56	24.82	20.36	28.56	3.39
16000000	21	256	5000	32	16	10	2	50	0	1	mvapich2	interval	500	other	0.96	1.44	0.94	2.31	0.37
16000000	21	256	5000	32	16	10	2	50	0	1	mvapich2	interval	500	total	66.56	100.0	100.0	100.0	0.0
32000000	21	256	5000	64	32	10	2	50	0	1	mvapich2	interval	500	comp	44.41	58.36	54.16	65.78	3.42
32000000	21	256	5000	64	32	10	2	50	0	1	mvapich2	interval	500	comm	6.58	8.47	7.61	9.99	0.54
32000000	21	256	5000	64	32	10	2	50	0	1	mvapich2	interval	500	serial	28.23	31.92	23.81	35.37	3.2
32000000	21	256	5000	64	32	10	2	50	0	1	mvapich2	interval	500	other	0.95	1.25	0.78	1.84	0.33
32000000	21	256	5000	64	32	10	2	50	0	1	mvapich2	interval	500	total	80.17	100.0	100.0	100.0	0.0
